doc_id,company,date,sales,operating_income,profit,operating_income_per_employee,equity_ratio,current_ratio,cash_and_equivalents,roe,roa,employees
S100LDMT,株式会社買取王国,2021-05-27 00:00:00,4910675000.0,108850000.0,2686841000.0,954824.5614035088,0.525,3.0013490532458573,1049864000.0,0.007,0.8040596793027519,114.0
S100LEEB,株式会社ビットワングループ,2021-05-27 00:00:00,4955343000.0,-295023000.0,356100000.0,-3138542.553191489,0.187,31.92356168678476,518390000.0,,0.1025280462144952,94.0
S100LEY2,株式会社識学,2021-05-27 00:00:00,1720447000.0,283221000.0,1486252000.0,4104652.173913044,0.5957,2.7667011668423696,1005655000.0,0.1875,0.9276152160521374,69.0
S100LF1S,株式会社アズ企画設計,2021-05-27 00:00:00,4742250000.0,86715000.0,782424000.0,2627727.272727273,0.1202,4.320799620730756,1587070000.0,0.3465,0.1770999416022707,33.0
S100LEQF,リックソフト株式会社,2021-05-27 00:00:00,764367000.0,402404000.0,1184047000.0,9145545.454545457,0.674,3.977924647884113,288265000.0,0.185,2.2296043550880604,44.0
S100LDRR,イオン株式会社,2021-05-27 00:00:00,7505415000000.0,215530000000.0,2073558000000.0,1503271.1649253005,0.129,1.0172946170464665,802099000000.0,0.01,0.2369548761858268,143374.0
S100LE5F,東宝株式会社,2021-05-27 00:00:00,,52857000000.0,113430000000.0,17194860.117111254,0.744,3.882502516289665,87990000000.0,0.112,0.2716717042770989,3074.0
S100LEQQ,株式会社竹内製作所,2021-05-27 00:00:00,83000000000.0,12649000000.0,22599000000.0,18305354.558610708,0.727,3.719421853611402,23633000000.0,0.135,0.2734532870297544,691.0
S100KLVZ,株式会社システムインテグレータ,2021-05-27 00:00:00,3176524000.0,661225000.0,1755649000.0,4656514.084507043,0.39,2.556613077579952,725737000.0,0.111,0.546905766679366,142.0
S100LF46,株式会社Ｎｏ．１,2021-05-27 00:00:00,7057935000.0,361211000.0,3667484000.0,919111.9592875318,0.349,1.8921573152930105,1226216000.0,0.235,1.225261306697189,393.0
S100LF35,株式会社エルテス,2021-05-27 00:00:00,1608416000.0,186550000.0,1153984000.0,2072777.7777777775,0.891,4.624865244902742,1228820000.0,0.02,0.6404105787971214,90.0
S100LEUT,株式会社ＴＯＫＹＯ　ＢＡＳＥ,2021-05-27 00:00:00,15247308000.0,1295014000.0,7893379000.0,4905356.060606061,0.553,2.6102059765500685,6143021000.0,0.171,0.7444265705557166,264.0
S100LEW1,株式会社ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,2021-05-27 00:00:00,2636427000.0,195312000.0,1015878000.0,1575096.7741935484,0.759,1.9585318790360453,521865000.0,0.09,0.278816665358413,124.0
S100LDGG,株式会社サマンサタバサジャパンリミテッド,2021-05-27 00:00:00,35446389000.0,-1184090000.0,14863336000.0,-567636.6251198465,0.393,0.7879929375089672,4391782000.0,,0.6843888190993531,2086.0
S100L8UP,Ｔ＆Ｄアセットマネジメント株式会社,2021-05-28 00:00:00,,-52970108.0,,,,55.17539801469984,,,,
S100LF83,古野電気株式会社,2021-05-28 00:00:00,78674000000.0,2411000000.0,28524000000.0,833102.9716655149,0.475,2.518034687235276,10124000000.0,0.035,0.3766837462363319,2894.0
S100L8V0,Ｔ＆Ｄアセットマネジメント株式会社,2021-05-28 00:00:00,,-74683418.0,,,,76.46345127786215,,,,
S100LED7,株式会社ライフフーズ,2021-05-28 00:00:00,12959265000.0,89345000.0,8980451000.0,358815.2610441767,0.602,1.972323624328764,2095492000.0,0.052,1.341763858731015,249.0
S100LDT3,株式会社ダイセキ,2021-05-28 00:00:00,44232000000.0,10865000000.0,17124000000.0,12560693.641618498,0.778,3.4902985074626867,27149000000.0,0.074,0.2365095368976423,865.0
S100LD37,大和アセットマネジメント株式会社,2021-05-28 00:00:00,,-12374059139.0,,,,24.27222870513108,,,,
S100LD8X,しんきんアセットマネジメント投信株式会社,2021-05-28 00:00:00,,-40742105.0,,,,108.9326148395025,,,,
S100LDFT,大和アセットマネジメント株式会社,2021-05-28 00:00:00,,,,,,,,,,
S100LD90,しんきんアセットマネジメント投信株式会社,2021-05-28 00:00:00,,-75992392.0,,,,103.86314397412926,,,,
S100LEE6,株式会社リヒトラブ,2021-05-28 00:00:00,9620255000.0,493108000.0,3384040000.0,731614.2433234422,0.664,3.376618456532882,1274003000.0,0.025,0.25892139701439,674.0
S100LDG4,大和アセットマネジメント株式会社,2021-05-28 00:00:00,,-53754853.0,,,,98.44249264271907,,,,
S100LALQ,三菱ＵＦＪ国際投信株式会社,2021-05-28 00:00:00,,10594367166.0,,,,11.76275299501298,,,,
S100LDRJ,株式会社芦の湖カントリークラブ,2021-05-28 00:00:00,338541000.0,-35020000.0,,-1459166.6666666667,0.521,2.1221519442248256,80724000.0,-0.014,,24.0
S100LCKX,三菱ＵＦＪ国際投信株式会社,2021-05-28 00:00:00,,250492555.0,,,,10.367775806419562,,,,
S100LEQM,株式会社ワキタ,2021-05-28 00:00:00,61886000000.0,5889000000.0,18343000000.0,12886214.44201313,0.773,2.1099024213950126,28011000000.0,0.043,0.1613933517518081,457.0
S100LF4S,株式会社エスポア,2021-05-28 00:00:00,1461080000.0,132436000.0,317148000.0,26487200.0,0.117,1.941642570776007,139040000.0,0.027,0.0335396203077415,5.0
S100LF7I,ＤＣＭホールディングス株式会社,2021-05-28 00:00:00,430000000000.0,20832000000.0,141350000000.0,4699300.699300699,0.456,1.3497072897789433,11513000000.0,0.068,0.3594305054404073,4433.0
S100LF4E,和田興産株式会社,2021-05-28 00:00:00,31374200000.0,3290240000.0,7210775000.0,29377142.85714286,0.246,2.045292213447332,8629671000.0,0.076,0.0946063699192999,112.0
S100LF16,株式会社ヨンドシーホールディングス,2021-05-28 00:00:00,49797000000.0,3975000000.0,25780000000.0,2134801.288936627,0.784,2.162272321997198,5288000000.0,0.105,0.4130086510733739,1862.0
S100LEZN,株式会社ジェーソン,2021-05-28 00:00:00,23325828000.0,746582000.0,6491046000.0,3929378.947368421,0.453,1.499698881171019,1704627000.0,0.139,0.9174692050696636,190.0
S100LF9L,株式会社壱番屋,2021-05-28 00:00:00,33612433000.0,5204568000.0,24553957000.0,6571424.242424242,0.751,3.754553245369548,16359924000.0,0.084,0.6483892869128676,792.0
S100LEMK,株式会社房総カントリークラブ,2021-05-28 00:00:00,1650842000.0,9985000.0,306384000.0,120301.2048192771,0.949,3.413153758091564,548310000.0,0.011,0.0266020427858551,83.0
S100LF5L,株式会社吉野家ホールディングス,2021-05-28 00:00:00,188623000000.0,3926000000.0,139949000000.0,923547.4006116207,0.494,1.0879804019703396,22941000000.0,0.022,1.2175089389022766,4251.0
S100LF3U,株式会社カルラ,2021-05-28 00:00:00,7959352000.0,57886000.0,5286138000.0,183183.54430379748,0.508,0.6310143972589201,561166000.0,0.014,0.8544189569378269,316.0
S100LFAJ,ウイングアーク１ｓｔ株式会社,2021-05-28 00:00:00,10088318000.0,3248035000.0,14872610000.0,6655809.426229509,0.2843,0.592880447265055,4453577000.0,0.0519,0.2791881784048917,488.0
S100LEY8,株式会社ランド,2021-05-28 00:00:00,4331472000.0,1532818000.0,2116418000.0,218974000.0,0.498,5.902508386028234,1680736000.0,0.676,0.4793066916207195,7.0
S100LEXS,株式会社カンセキ,2021-05-28 00:00:00,31198719000.0,1744683000.0,10408246000.0,4970606.837606838,0.229,0.7742040261835532,882809000.0,0.0291,0.3954189773068759,351.0
S100LEKE,株式会社アダストリア,2021-05-28 00:00:00,203686000000.0,12885000000.0,123383000000.0,2622100.1221001223,0.62,1.421013293470717,20706000000.0,0.212,1.365022292535596,4914.0
S100LETJ,わらべや日洋ホールディングス株式会社,2021-05-28 00:00:00,214305000000.0,2721000000.0,32483000000.0,1305035.9712230216,0.515,1.1871104144643312,10937000000.0,0.054,0.3872694540815718,2085.0
S100LFAE,株式会社レイ,2021-05-28 00:00:00,11314629000.0,1035461000.0,3790922000.0,2582197.0074812965,0.439,1.722062555117702,1186864000.0,0.06,0.4470866065027378,401.0
S100LF4W,株式会社安芸ゴルフ倶楽部,2021-05-28 00:00:00,427821000.0,67293000.0,220059000.0,3738500.0,0.268,0.4746444348853247,1954000.0,0.119,0.2136571896272002,18.0
S100LF5H,株式会社東天紅,2021-05-28 00:00:00,6714849000.0,-52164000.0,3818581000.0,-179257.7319587629,0.793,1.0592405206327566,1908148000.0,0.0,0.2946448461008129,291.0
S100LF56,小泉株式会社,2021-05-28 00:00:00,47236000000.0,-316000000.0,15854000000.0,-427027.02702702704,0.644,3.437141687141687,6311000000.0,0.004,0.5779803135253372,740.0
S100LEWC,株式会社東京衡機,2021-05-28 00:00:00,4988529000.0,418579000.0,1458643000.0,1028449.6314496314,0.311,2.004343905753824,672600000.0,-0.033,0.3180489300343507,407.0
S100LAAZ,株式会社アークコア,2021-05-28 00:00:00,3018169000.0,68845000.0,946509000.0,764944.4444444445,-0.0552,2.072495453314244,499216000.0,-3.9876,0.6728692321472749,90.0
S100LF6Y,株式会社大和,2021-05-28 00:00:00,46359657000.0,402182000.0,9982906000.0,552447.8021978022,0.232,0.3157495994645304,1443390000.0,0.0332,0.2823512834320233,728.0
S100LEHH,株式会社マルゼン,2021-05-28 00:00:00,47324574000.0,4813075000.0,15605362000.0,3660133.0798479086,0.638,2.3161063311077346,17828878000.0,0.098,0.3211675367968063,1315.0
S100LEP7,株式会社マルヨシセンター,2021-05-28 00:00:00,40410408000.0,224399000.0,9423898000.0,427426.6666666667,0.114,0.5000864074629203,1049352000.0,0.083,0.5247295391962843,525.0
S100LEOW,株式会社松屋,2021-05-28 00:00:00,86337000000.0,963000000.0,20625000000.0,1123687.2812135357,0.384,0.4611340958870771,2360000000.0,0.042,0.4173158246160694,857.0
S100LF2J,株式会社井筒屋,2021-05-28 00:00:00,79649000000.0,1302000000.0,15324000000.0,1228301.8867924528,0.159,0.3193049635141969,6412000000.0,0.067,0.2588382345489249,1060.0
S100LEUH,株式会社Ｏｌｙｍｐｉｃグループ,2021-05-28 00:00:00,101299000000.0,673000000.0,30401000000.0,512176.5601217656,0.358,0.5902469051364476,3167000000.0,0.001,0.4401349316655084,1314.0
S100LEYS,株式会社エスクロー・エージェント・ジャパン,2021-05-28 00:00:00,2680585000.0,434055000.0,1537250000.0,3263571.4285714286,0.79,5.282763917954023,1786331000.0,0.23,0.5555314635530163,133.0
S100LDK0,株式会社テイツー,2021-05-28 00:00:00,28345417000.0,929898000.0,7737840000.0,3297510.638297872,0.301,2.248156149156696,1212484000.0,-0.376,0.97312776244527,282.0
S100LFEE,コーナン商事株式会社,2021-05-28 00:00:00,1168000000.0,20060000000.0,132310000000.0,7070849.488896722,0.352,1.0473124601891322,6544000000.0,0.099,0.4420973142028482,2837.0
S100LF0Y,株式会社ライフコーポレーション,2021-05-28 00:00:00,693062000000.0,13879000000.0,204142000000.0,2318964.076858814,0.284,0.5641168931807344,11336000000.0,0.136,0.9178180117884552,5985.0
S100LFDH,株式会社三陽商会,2021-05-28 00:00:00,67611000000.0,-2875000000.0,31934000000.0,-2228682.1705426355,0.6135,1.5249765698219306,18415000000.0,-0.1982,0.3953989401218364,1290.0
S100LFF6,株式会社パルグループホールディングス,2021-05-28 00:00:00,116457000000.0,9067000000.0,74386000000.0,2893107.849393746,0.488,1.8842906343739585,35959000000.0,0.083,0.9650117405913108,3134.0
S100LFFQ,株式会社ハローズ,2021-05-28 00:00:00,400000000.0,5290000000.0,33027000000.0,5338042.3814328965,0.459,0.768690456967544,5608000000.0,0.129,0.586073500967118,991.0
S100LF5F,株式会社魚喜,2021-05-28 00:00:00,13504958000.0,112965000.0,4946741000.0,268325.4156769596,0.204,1.051828211628692,593999000.0,-0.056,2.0397216069246134,421.0
S100LF3R,株式会社スクロール,2021-05-28 00:00:00,58864000000.0,2145000000.0,25845000000.0,3454106.2801932367,0.591,1.6779249860048515,4833000000.0,0.03,0.6808123913387071,621.0
S100LEPW,久光製薬株式会社,2021-05-28 00:00:00,145962000000.0,22727000000.0,87603000000.0,8261359.505634314,0.817,5.096845694799659,105610000000.0,0.09,0.3141919517968582,2751.0
S100LFF7,Ｊ．フロント　リテイリング株式会社,2021-05-28 00:00:00,929546000000.0,28888000000.0,,4204337.068840052,0.387,0.5574488685144522,31846000000.0,0.068,,6871.0
S100LF7T,株式会社ロコンド,2021-05-28 00:00:00,6711180000.0,-83494000.0,6436489000.0,-531808.9171974523,0.562,2.081471536041461,2694068000.0,0.336,1.1696306203332358,157.0
S100LFIC,セントラル警備保障株式会社,2021-05-28 00:00:00,49318745000.0,4261101000.0,13971181000.0,757125.2665245202,0.436,1.415772963093242,5005094000.0,0.058,0.2959304550623214,5628.0
S100LEVH,株式会社クリーク・アンド・リバー社,2021-05-28 00:00:00,26581163000.0,2083992000.0,12555888000.0,2601737.827715356,0.507,1.863712068515453,3278584000.0,0.173,1.140160232262046,801.0
S100LFIO,株式会社ベクトル,2021-05-28 00:00:00,13285342000.0,2891295000.0,23207743000.0,5725336.633663367,0.672,1.6607508759409422,4057379000.0,0.171,1.8248967488437595,505.0
S100LE6M,岡谷鋼機株式会社,2021-05-28 00:00:00,753311000000.0,19032000000.0,61101000000.0,3863580.998781973,0.393,1.4084571944883668,7979000000.0,0.071,0.1367751149474174,4926.0
S100LEOG,株式会社トレジャー・ファクトリー,2021-05-28 00:00:00,13325035000.0,939045000.0,11822725000.0,1613479.381443299,0.492,1.804287063145296,1336514000.0,0.136,1.5772318623455317,582.0
S100LFCE,株式会社ＤＤホールディングス,2021-05-28 00:00:00,30509871000.0,2846269000.0,43760694000.0,3238076.22298066,0.208,0.9995767888607456,4845419000.0,0.186,2.3354432041601823,879.0
S100LF1I,株式会社クリエイト・レストランツ・ホールディングス,2021-05-28 00:00:00,113525000000.0,1928000000.0,4262000000.0,534812.7600554785,0.273,0.4445149669783,9779000000.0,0.178,0.0597219886777647,3605.0
S100LFJT,ラサールロジポート投資法人,2021-05-28 00:00:00,,4066696000.0,,,,0.9374675193419206,10141366000.0,,,
S100LFAK,株式会社オンワードホールディングス,2021-05-28 00:00:00,244900000000.0,-3061000000.0,112683000000.0,-686938.9587073609,0.598,0.9819666553249404,26023000000.0,0.028,0.412416827095518,4456.0
S100LFJJ,三菱地所物流リート投資法人,2021-05-28 00:00:00,,1729978000.0,,,,3.601027318950204,3504701000.0,,,
S100LEY3,株式会社ベルシステム２４ホールディングス,2021-05-28 00:00:00,,6424000000.0,,4027586.206896552,0.367,0.7101796722693503,5368000000.0,0.033,,1595.0
S100LFIZ,株式会社クリーマ,2021-05-28 00:00:00,1150296000.0,48685000.0,1405769000.0,1014270.8333333334,-0.08,1.212682216123714,1179436000.0,0.319,0.8516410718385808,48.0
S100LFEP,株式会社幸和製作所,2021-05-28 00:00:00,4567943000.0,-131310000.0,2800463000.0,-299794.5205479452,0.229,2.190532852996573,1121764000.0,0.334,0.9070451831393928,438.0
S100LFJY,大和ハウスリート投資法人,2021-05-28 00:00:00,214721000.0,11574046000.0,,,,1.629267932159448,21071169000.0,,,
S100LF5B,株式会社メディアドゥ,2021-05-28 00:00:00,37213000000.0,1853000000.0,6691000000.0,6641577.0609319,0.153,1.1678818470742194,5685000000.0,0.105,0.250608637027604,279.0
S100LFBE,Ｏｎｅリート投資法人,2021-05-28 00:00:00,,2181186000.0,,,,0.7663288519039679,3214586000.0,,,
S100LFK0,森トラスト・ホテルリート投資法人,2021-05-28 00:00:00,,988077000.0,,,,0.2549446167090152,2677922000.0,,,
S100LF31,株式会社バロックジャパンリミテッド,2021-05-28 00:00:00,69493000000.0,4604000000.0,37837000000.0,2786924.9394673123,0.4299,2.471516583677948,17309000000.0,0.3182,0.9838269325775502,1652.0
S100LF78,株式会社さいか屋,2021-05-28 00:00:00,21060463000.0,-18824000.0,3919451000.0,-87148.14814814815,0.1353,0.4379650500773174,585115000.0,,0.3048523028711853,216.0
S100LETM,株式会社ＴＳＩホールディングス,2021-05-28 00:00:00,159143000000.0,70000000.0,89382000000.0,11988.354170234628,0.725,2.03534711793924,24216000000.0,0.032,0.5722315763865325,5839.0
S100LFKL,ザイマックス・リート投資法人,2021-05-28 00:00:00,,771962000.0,,,,0.8431442501423851,1022211000.0,,,
S100LEM7,株式会社ファミリーマート,2021-05-28 00:00:00,26556000000.0,19377000000.0,7774000000.0,1167218.8422384197,0.316,0.7498452657639451,175208000000.0,0.047,0.0047289319511923,16601.0
S100LEK1,株式会社オキサイド,2021-05-28 00:00:00,1286094000.0,122987000.0,767256000.0,1618250.0,0.202,1.1177769046254578,967731000.0,0.113,0.2289550272878836,76.0
S100LFKM,株式会社ＪＴＣ,2021-05-28 00:00:00,51975000000.0,1609000000.0,35876000000.0,2062820.5128205128,0.6497,3.0772124979551774,9237000000.0,0.0622,1.0492206007077471,780.0
S100LEI8,株式会社ピックルスコーポレーション,2021-05-28 00:00:00,35801000000.0,1871000000.0,10560000000.0,5502941.176470588,0.5,1.0646612979630508,2812000000.0,0.065,0.5700712589073634,340.0
S100LFIU,株式会社白鳩,2021-05-28 00:00:00,4595934000.0,-46286000.0,2042186000.0,-670811.5942028986,0.25,0.9678861652060932,154035000.0,0.139,0.656013784671684,69.0
S100LFKF,株式会社ティーケーピー,2021-05-28 00:00:00,21978000000.0,6317000000.0,20722000000.0,7638452.2370012095,0.183,0.8352089633632442,5494000000.0,0.36,0.8584092792046396,827.0
S100LFKQ,株式会社サーバーワークス,2021-05-28 00:00:00,2294970000.0,417570000.0,1086045000.0,6424153.846153846,0.48,2.6168257427105024,272185000.0,0.206,0.5905923515477663,65.0
S100LFDA,株式会社北の達人コーポレーション,2021-05-28 00:00:00,2696859000.0,2915329000.0,7644268000.0,53987574.07407408,0.674,3.5511040991203355,1756588000.0,0.248,3.33776140296336,54.0
S100LECN,株式会社パパネッツ,2021-05-28 00:00:00,2057137000.0,255811000.0,974688000.0,4335779.661016949,0.402,1.9876717853265085,103456000.0,0.312,1.5954194349916275,59.0
S100LFEF,株式会社コメダホールディングス,2021-05-28 00:00:00,,3189000000.0,,13512711.86440678,0.851,1.616251219728555,3608000000.0,0.151,,236.0
S100LD7Z,キャリアリンク株式会社,2021-05-28 00:00:00,16774776000.0,692239000.0,3983497000.0,1272498.1617647058,0.581,2.0735858678516013,3084127000.0,0.127,0.691092336147149,544.0
S100LFHB,シンメンテホールディングス株式会社,2021-05-28 00:00:00,9844776000.0,844204000.0,3422944000.0,4742719.101123596,0.383,1.8441105743877488,1893458000.0,0.186,0.744745141997786,178.0
S100LFLL,株式会社ヨシムラ・フード・ホールディングス,2021-05-28 00:00:00,16241910000.0,808338000.0,6025300000.0,2232977.900552486,0.4242,1.4511482183391844,1714433000.0,0.1057,0.7014276514274884,362.0
S100LFLH,株式会社ラピーヌ,2021-05-28 00:00:00,9939689000.0,-1372998000.0,3047590000.0,-5918094.827586207,0.581,1.8166695045020729,847803000.0,0.025,0.3338741258863836,232.0
S100LEVR,株式会社エヌリンクス,2021-05-28 00:00:00,4776812000.0,-167350000.0,4776812000.0,-220487.4835309618,0.643,2.20810453797839,887748000.0,-0.153,2.578727709214739,759.0
S100LF6H,株式会社ジェイグループホールディングス,2021-05-28 00:00:00,14357840000.0,91219000.0,9493911000.0,154608.4745762712,0.192,0.6603494406157107,749519000.0,0.031,1.098542906984225,590.0
S100LFGV,株式会社市進ホールディングス,2021-05-28 00:00:00,15956480000.0,308841000.0,2537441000.0,427757.6177285319,0.193,1.318207239948371,923119000.0,0.112,0.23312305986574,722.0
S100LFM6,タカラレーベン不動産投資法人,2021-05-28 00:00:00,,1611288000.0,,,,0.6065580492015538,4397467000.0,,,
S100LFD1,ユナイテッド＆コレクティブ株式会社,2021-05-28 00:00:00,5478904000.0,148946000.0,5930878000.0,986397.3509933776,0.286,1.110072725614691,1158891000.0,0.266,1.7322344473193916,151.0
S100LFJN,株式会社セブン＆アイ・ホールディングス,2021-05-28 00:00:00,5329919000000.0,424266000000.0,1090336000000.0,7792131.942403762,0.424,1.1459081612407356,1209497000000.0,0.041,0.1979230654171949,54448.0
S100LFEC,株式会社ブロッコリー,2021-05-28 00:00:00,5692664000.0,680675000.0,2245495000.0,7165000.0,0.923,6.870189666601546,3624533000.0,0.056,0.2365807676212238,95.0
S100LDKY,株式会社天満屋ストア,2021-05-28 00:00:00,72286141000.0,1903571000.0,17079331000.0,3369152.2123893807,0.351,0.4713805133947015,1073069000.0,0.042,0.3383447829955197,565.0
S100LFMF,株式会社ＭＯＲＥＳＣＯ,2021-05-28 00:00:00,26674000000.0,1279000000.0,8734000000.0,1842939.4812680115,0.547,1.9144239116953987,2482000000.0,0.12,0.3449855828099696,694.0
S100LFF9,株式会社ワイズテーブルコーポレーション,2021-05-28 00:00:00,14911825000.0,131157000.0,2566952000.0,192312.3167155425,0.25,0.8459687468547453,1617528000.0,0.151,0.4505406149687239,682.0
S100L4DE,野村アセットマネジメント株式会社,2021-05-31 00:00:00,,,,,,,,,,
S100LDWS,アライアンス・バーンスタイン株式会社,2021-05-31 00:00:00,,-4875502.0,,,,137.75547742764695,,,,
S100LEOE,株式会社エービーシー・マート,2021-05-31 00:00:00,238952000000.0,43374000000.0,143273000000.0,8850030.605998775,0.864,6.290099542641916,117089000000.0,0.134,0.5642535326643456,4901.0
S100LFO2,タキヒヨー株式会社,2021-05-31 00:00:00,77952000000.0,-103000000.0,11857000000.0,-113062.56860592756,0.641,2.213605921748325,3447000000.0,0.021,0.2267372929972846,911.0
S100LB56,三菱ＵＦＪ国際投信株式会社,2021-05-31 00:00:00,,25662497.0,,,,227.79071460840424,,,,
S100LFAF,ローツェ株式会社,2021-05-31 00:00:00,24738925000.0,7743701000.0,13282965000.0,6883289.777777778,0.525,2.04846596232208,6360169000.0,0.237,0.4923107697035831,1125.0
S100LES2,株式会社エストラスト,2021-05-31 00:00:00,13763000000.0,720000000.0,2743000000.0,10140845.070422536,0.294,1.5085227272727273,5509000000.0,0.146,0.1790236261584649,71.0
S100LFIK,株式会社グラファイトデザイン,2021-05-31 00:00:00,2946308000.0,61037000.0,1147457000.0,535412.2807017544,0.789,6.682569907647967,3418983000.0,0.06,0.2138195794519044,114.0
S100LF1Y,株式会社スタジオアリス,2021-05-31 00:00:00,38719028000.0,3245168000.0,10451621000.0,1919082.1998817269,0.696,2.5657122612861865,8241604000.0,0.15,0.3428456214694223,1691.0
S100LCBO,三菱ＵＦＪ国際投信株式会社,2021-05-31 00:00:00,,41435333.0,,,,62.40538472241547,,,,
S100LFI2,日本アコモデーションファンド投資法人,2021-05-31 00:00:00,,5332082000.0,,,,0.5381545973480253,9488143000.0,,,
S100LF3P,知多鋼業株式会社,2021-05-31 00:00:00,12594203000.0,1050208000.0,2183172000.0,2201693.9203354297,0.7223,3.66742541387122,4588634000.0,0.0844,0.1131062337710781,477.0
S100LEJ2,株式会社コープビル,2021-05-31 00:00:00,1920862000.0,31874000.0,,193175.7575757576,0.913,1.8912379445811247,65091000.0,0.002,,165.0
S100LFRS,株式会社エスケイジャパン,2021-05-31 00:00:00,4585618000.0,609966000.0,2200082000.0,6489000.0,0.818,6.796703684314097,1144229000.0,0.199,1.0264051546011794,94.0
S100LFMC,株式会社ありがとうサービス,2021-05-31 00:00:00,8311438000.0,261672000.0,5419617000.0,1445701.6574585636,0.424,1.88950655267932,596885000.0,0.038,1.2360077230855122,181.0
S100LFN4,株式会社アクアライン,2021-05-31 00:00:00,5254271000.0,-17396000.0,2603049000.0,-52083.83233532934,0.5995,2.381367134691456,1031715000.0,0.2048,1.274358989422481,334.0
S100LF7J,株式会社ジュンテンドー,2021-05-31 00:00:00,47982000.0,291491000.0,11811473000.0,456882.4451410658,0.311,1.0704869793461511,1089216000.0,0.0227,0.3455367586392651,638.0
S100LF7G,丸東産業株式会社,2021-05-31 00:00:00,15789054000.0,774149000.0,2937211000.0,2109397.820163488,0.439,1.436981065072065,2108218000.0,0.147,0.2477694339098683,367.0
S100LFFK,株式会社　リソー教育,2021-05-31 00:00:00,20777361000.0,2716989000.0,7707032000.0,4245295.3125,0.56,1.4769488708210778,3866056000.0,0.181,0.6850364466852844,640.0
S100LFLW,日本都市ファンド投資法人,2021-05-31 00:00:00,,13828839000.0,,,,0.8920689284016322,47708197000.0,,,
S100LFJ8,株式会社きもと,2021-05-31 00:00:00,15606000000.0,-77000000.0,3094000000.0,-105047.74897680763,0.758,6.177201315308732,11496000000.0,0.021,0.1219742963021367,733.0
S100LEUZ,株式会社スリーエフ,2021-05-31 00:00:00,3809000000.0,359000000.0,1031000000.0,1229452.0547945206,0.054,7.109427609427609,2605000000.0,-0.73,0.0887645286267757,292.0
S100LDTX,株式会社ダイケン,2021-05-31 00:00:00,10403694000.0,402188000.0,3404411000.0,1322986.8421052631,0.788,3.5462047750239454,3038594000.0,0.027,0.2266083422539057,304.0
